clean_summary_text,clean_article_text,auto_id,summary
konflik yang terjadi di pkb diminta diselesaikan melalui islah daripada lewat jalur pengadilan. siapa pun yang menang lewat pengadilan dinilai tidak akan ada yang untung.,"tuban: kiai haji abdullah faqih, pemimpin pondok pesantren langitan, tuban, jawa timur, meminta kelompok saifullah yusuf atau gus ipul islah atau berdamai dengan ketua dewan syuro pkb kiai haji abdurrahman wahid atau gus dur. permintaan itu disampaikan kiai faqih melalui saifullah yusuf, mahfud md. dan khofifah indar parawansa yang berkunjung ke pesantrennya, sabtu ( 23/4 ). pertemuan juga dihadiri ketua dpw pkb jatim choirul anam. seperti dikemukakan mahfud, kiai faqih menganjurkan permasalahan pkb diselesaikan lewat islah daripada menempuh jalur pengadilan. secara pribadi, mahfud juga lebih memilih jalan damai untuk menyelesaikan konflik yang berawal dari keputusan gus dur memecat ketua umum pkb alwi shihab dan sekjen saifullah yusuf. "" pkb, dulu diselamatkan dengan tidak mudah, "" kata mahfud, "" siapa pun yang menang tidak akan untung. "" perseteruan dengan gus dur memuncak ketika alwi shihab dan saifullah mendaftarkan gugatan perdata terhadap pkb kubu muhaimin iskandar dan gus dur di pengadilan negeri jakarta selatan. gugatan ini terkait dengan keabsahan pemberhentian mereka sebagai pengurus pkb. mereka juga telah menyurati menteri hukum dan ham hamid awaluddin agar tidak menerima pengajuan pengesahan pengurus dewan pimpinan pusat partai kebangkitan bangsa hasil muktamar ke-2 di semarang, jawa tengah [ baca: kubu alwi meminta hasil muktamar tak disahkan ]. sementara itu, lebih dari 100 kader pkb berunjuk rasa di kantor dewan pimpinan cabang pasuruan. mereka menuntut pertanggungjawaban utusan ppc pkb pasuruan yang dianggap berkhianat kepada muktamar dan kepada gus dur. dalam muktamar di semarang, dpw pkb jatim termasuk yang menolak gus dur kembali duduk sebagai ketua dewan syuro. pengunjuk rasa menyegel kantor dpc dengan mengelas bagian pintu. pengunjuk rasa juga sempat mendatangi rumah ketua dpc pkb pasuruan misbach munir, namun yang bersangkutan tidak berada di rumah. ( yyt/mohammad khodim dan dandi arigafur ).",53,kiai haji abdullah faqih meminta kelompok saifullah yusuf atau gus ipul berdamai dengan ketua dewan syuro pkb k. h. abdurrahman wahid atau gus dur. gus dur menyarankan konflik diselesaikan lewat islah.
"tmm, mantan deputi kepala badan penyehatan perbankan nasional ( bppn ) bidang asset management investment, ditangkap polres bandara soekarno-hatta karena membawa ganja saat akan ke bali.","tangerang: mantan deputi kepala badan penyehatan perbankan nasional ( bppn ) bidang asset management investment berinisial tmm ditangkap satuan narkoba polres bandara soekarno-hatta, tangerang, banten, jumat ( 22/4 ) pukul 18. 00 wib. tersangka ditangkap karena membawa ganja kering seberat 3, 1 gram. menurut kapolres bandara soekarno-hatta ajun komisaris besar polisi firman, tmm ditangkap saat akan meninggalkan jakarta menuju bali. tersangka ditangkap di terminal ii/f. polisi curiga dengan tingkah laku tersangka yang kelihatan panik saat mendekati pintu pemeriksaan. tersangka sempat lari dan membuang sesuatu. setelah dilihat, barang tersebut adalah kemasan rokok yang di dalamnya berisi ganja kering. tersangka mengaku memperoleh barang tersebut dari seseorang yang sekarang dalam pengejaran polisi. rencananya, ganja tersebut dibawa ke denpasar, bali, untuk dikonsumsi sendiri. tersangka saat ini menjabat sebagai komisaris pt perusahaan pengelola aset. ( yyt/grace natalie dan dwi guntoro ).",54,"mantan deputi kepala badan penyehatan perbankan nasional ( bppn ) bidang asset management investment berinisial tmm ditangkap polres bandara soekarno - hatta, tangerang, banten, jumat ( 22 / 4 ) pukul 18. 00 wib."
anggota kpu mulyana w. kusumah menyambut baik rencana kpu mengklarifikasi temuan bpk. klarifikasi itu bisa membuka mata dan hati publik tentang hal-hal yang berpengaruh atas tersusunnya laporan bpk.,"jakarta: mulyana wira kusumah, anggota komisi pemilihan umum yang menjadi tersangka penyuapan auditor badan pemeriksa keuangan, mengeluarkan pernyataan tertulis berkaitan dengan diserahkannya hasil audit investigasi bpk kepada dpr, kamis silam. mulyana tetap menilai hasil audit tidak objektif. lantaran itulah ia menyambut baik rencana kpu mengklarifikasi temuan bpk tersebut. "" dalam kaitan itu, perlu diungkap seluruh dinamika interaksi antara kpu maupun unsur-unsur di sekretariat jenderal kpu dengan para auditor bpk, "" tandas mulyana dalam pernyataan yang dibacakan putrinya, gina santiyana di depan rumah tahanan salemba, jakarta pusat, sabtu ( 23/4 ) siang. dalam pernyataan tertulisnya itu mulyana menuturkan bahwa hasil audit bpk, khususnya mengenai pengadaan kotak suara sudah diperkirakan bias. mulyana juga mengatakan, saat ini ia sudah meminta kepada mantan anggota panitia yang dipimpinnya untuk kembali menyiapkan tanggapan faktual atas hasil audit bpk. laporan yang diminta terkait dengan pengadaan kotak suara pemilihan umum legislatif 2004 yang menggunakan dana sekitar rp 350 miliar. dari jumlah itu bpk menduga terjadi penyelewengan keuangan negara sebesar rp 66 miliar [ baca: hasil audit bpk sudah bisa diklarifikasi ]. mulyana kembali menegaskan dirinya menyambut baik apabila kpu dapat menjelaskan masalah itu kepada publik. terutama pada sisi arus penggunaan dana pengadaan kotak suara. ia berharap klarifikasi itu bisa membuka mata dan hati masyarakat bukan hanya tentang objek di sekitar laporan bpk, tetapi juga faktor-faktor lain yang berpengaruh terhadap tersusunnya laporan tersebut. kpu akan menggelar jumpa pers khusus berkaitan dengan hasil audit investigasi bpk itu pada senin lusa. ( den/tascha liudmila dan muhamad guntur ).",55,mulyana menyambut baik rencana kpu mengklarifikasi temuan bpk soal pengadaan kotak suara. ia berharap klarifikasi itu bisa membuka mata dan hati masyarakat bukan hanya tentang objek di sekitar laporan bpk.
"presiden susilo bambang yudhoyono sabtu malam akan meninjau kesiapan peringatan ke-50 konferensi asia afrika di gedung merdeka, bandung, jabar. deklarasi hasil ktt aa akan ditandatangani besok.","bandung: kota bandung siap menerima kedatangan kepala negara dan delegasi peserta konferensi tingkat tinggi asia-afrika ( ktt aa ) yang akan menghadiri peringatan ke-50 konferensi asia afrika. mulai sabtu ( 23/4 ) sekitar pukul 15. 00 gedung merdeka di jalan asia-afrika termasuk jalan braga, bandung, jawa barat ditutup untuk umum. hanya polisi dan tentara yang boleh lalu lalang di depan gedung, tempat para tamu akan mengikuti acara, ahad besok. bila tak ada aral melintang, presiden susilo bambang yudhoyono akan datang ke bandung pukul 22. 00 wib. presiden berniat meninjau persiapan terakhir di gedung merdeka dan memantau kawasan jalan asia afrika serta jalan braga [ baca: penjagaan di tol cipularang longgar ]. adapun agenda perayaan emas kaa bandung besok, diisi serangkaian upacara dan foto bersama. selanjutnya, para kepala negara dijadwalkan menandatangani deklarasi kemitraan strategis baru asia-afrika hasil pertemuan ktt aa di jakarta. deklarasi kemitraan strategis baru asia-afrika atau new asian-african strategic partnership diharapkan menjadi kerangka memperkuat hubungan solidaritas politik, ekonomi, dan sosial budaya. kerangka ini bertujuan mencapai kejayaan negara-negara di kedua benua pada masa depan dengan membuka pintu dialog dan menjalin kerja sama saling menguntungkan. dalam deklarasi juga tercantum bidang hak asasi manusia dan kerja sama di bidang perekonomian. untuk masalah ham, para peserta ktt aa sepakat bahwa kemerdekaan adalah kebutuhan paling mendasar sehingga tak bisa diganggu gugat. sementara untuk lebih mempererat jalinan kebersamaan akan dikembangkan lagi kerja sama di bidang perdagangan, industri, pertanian, perikanan, pariwisata, dan teknologi serta komunikasi. ( ken/tim liputan 6 sctv ).",56,"presiden yudhoyono akan meninjau persiapan terakhir ktt aa di gedung merdeka dan memantau kawasan jalan braga, bandung, jabar. deklarasi kemitraan strategis baru asia - afrika ditandatangani besok."
"konferensi selama dua hari ini menghasilkan deklarasi kemitraan strategis baru asia-afrika untuk mencapai kejayaan asia dan afrika. dalam pidato sambutan, sby optimistis deklarasi ini dapat direalisasikan.","jakarta: konferensi tingkat tinggi asia-afrika secara resmi ditutup oleh presiden susilo bambang yudhoyono dan presiden afrika selatan thabo mvuyelwa mbeki di jakarta, sabtu ( 23/4 ). negara-negara peserta ktt juga sepakat mempererat kerja sama di bidang perdagangan, industri, pertanian, perikanan, pariwisata, teknologi informasi, dan komunikasi. dalam sambutannya, presiden sby optimistis deklarasi ini akan meningkatkan kemampuan negara-negara asia dan afrika, terutama masalah kemiskinan. konferensi selama dua hari itu menghasilkan sejumlah kesepakatan. antara lain, deklarasi kemitraan strategis baru asia-afrika ( declaration new asian-african strategic partnership ) yang ditandatangani 86 negara peserta ktt aa. deklarasi ini bertujuan mencapai kejayaan asia-afrika di masa datang. untuk mengimplementasikan deklarasi itu, peserta sepakat melakukan pertemuan tingkat menteri setiap dua tahun sekali dan antarkepala negara setiap empat tahun. negara-negara di dua benua juga berkomitmen membuka dialog dan pengakuan berdasarkan kerja sama saling menguntungkan. mereka berpendapat, kemerdekaan adalah hal paling mendasar, termasuk hak untuk membangun. para peserta ktt aa juga berkomitmen membangun sistem peringatan dini bencana alam terutama masalah gempa dan tsunami. usai menutup ktt aa, sby kemudian meninjau kesiapan pelaksanaan peringatan konferensi asia-afrika di gedung merdeka, bandung, jawa barat. presiden dan rombongan tiba di bandung pukul 23. 00 wib atau terlambat satu jam dari jadwal. presiden langsung meneliti satu per satu bagian gedung bersejarah itu dan memberikan pengarahan kepada petugas yang akan melayani pimpinan negara asia-afrika. setelah itu, sby meninjau lapangan tegallega dan gedung sate ( kompleks gubernur ) yang akan dipakai sebagai tempat peringatan kaa, ahad ini [ baca: bandung siap menerima tamu negara ]. ( yan/tim liputan 6 sctv ).",57,presiden sby dan presiden afrika selatan thabo mvuyelwa mbeki menandatangani deklarasi kemitraan strategis baru asia - afrika. deklarasi ini ditandatangani untuk mencapai kejayaan asia dan afrika di masa datang.
"ketujuh tahanan polsek bojonggede, depok, jabar telah dibekuk tim buser polres depok. perburuan berakhir setelah polisi menangkap empat tahanan. sedangkan tiga lainnya sudah dibekuk dua pekan silam.","depok: tim buru sergap kepolisian resor metro depok telah meringkus seluruh tahanan yang kabur dari sel kepolisian sektor bojonggede, depok, jawa barat. dua dari empat tahanan yang baru dibekuk itu ditangkap di sebuah pesantren di desa pasir erek, cipucang, pandeglang, banten. hingga sabtu ( 23/4 ), yosep dan jajang diperiksa secara intensif. empat tahanan yang terakhir ditangkap bernama jajang suparman, hermansyah, kamaruzaman, dan riki bahri. sementara tiga lain yakni yosep, muhamad rizki, dan muhsin telah dibekuk dua pekan silam. ketujuh tahanan saling membantah dituduh sebagai otak pelarian [ baca: polisi masih memburu empat tahanan yang kabur ]. ( yan/satriana budi dan budi sukmadianto ).",58,"seluruh tahanan yang kabur dari sel polsek bojonggede, depok, jabar, telah dibekuk. dua dari empat tahanan yang baru ditangkap itu ditangkap di sebuah pesantren di desa pasir erek, cipucang, pandeglang, banten."
"penyakit yang diderita korban banjir di kutai barat dan kutai kartanegara, kaltim, adalah gatal-gatal dan pencernaan. puskesmas dan posko pelayanan kesehatan di lokasi banjir tak bisa difungsikan.","kutai: korban banjir di kabupaten kutai barat dan kutai kartanegara, kalimantan timur, mulai terjangkit penyakit. tapi, para korban tak segera mendapatkan pelayanan kesehatan karena sejumlah pusat kesehatan masyarakat ikut terendam air. posko pelayanan kesehatan pun belum didirikan di lokasi bencana. akibatnya, warga mendapat pengobatan seadanya dengan obat-obatan yang mereka miliki yang biasa dijual di warung. penyakit yang diderita korban banjir, terutama anak-anak, adalah gatal-gatal dan sakit saluran pencernaan [ baca: banjir di kutai kartanegara belum surut ]. berdasarkan pemantauan sctv, baru-baru ini, banyak warga yang membawa pengungsi yang sakit dengan perahu kayu, harus kembali. pasalnya, mereka mendapati kantor puskesmas terendam banjir dan tak dapat difungsikan. puskesmas di desa liang, di bantaran sungai mahakam, misalnya. peralatan kesehatan yang ada di puskesmas itu kini sudah dipindahkan ke tempat yang lebih tinggi. sejauh ini, korban banjir di 25 kecamatan di kedua kabupaten itu juga kekurangan air bersih. untuk mengantisipasinya mereka terpaksa mengambil air banjir untuk diminum. tak heran, banyak korban banjir yang mulai terjangkit sejumlah penyakit [ baca: korban banjir kutai kekurangan air bersih ]. ( ors/polmart aritonang ).",59,"korban banjir di kutai barat dan kutai kartanegara, kaltim, mendapat pengobatan seadanya di puskesmas setempat. banyak korban yang menderita gatal - gatal dan sakit saluran pencernaan."
pegawai kantor bupati nias terpaksa beraktivitas di halaman gedung karena dinding kantor retak dan pondasi bergeser digoyang gempa. mereka mengerjakan tugas administratif dan membantu menyebarkan bantuan.,"nias: aktivitas kantor bupati nias di gunung sitoli, baru-baru ini, dipindahkan ke tenda darurat di halaman kantor bupati. langkah ini dilakukan karena kondisi dinding gedung sudah retak dan pondasi bergeser setelah beberapa kali diguncang gempa. pihak sekretaris kabupaten nias menyatakan, gempa juga telah menghancurkan dan merusak sekitar 80 persen gedung pemerintahan lainnya di nias. perbaikan seluruh fasilitas umum yang rusak diperkirakan membutuhkan waktu lima tahun. pegawai kantor bupati nias di tenda darurat menjalankan tugas administratif seperti biasa. selain itu, mereka ikut membantu tugas satuan koordinasi pelaksana penanggulangan bencana mendistribusikan bantuan untuk korban gempa. tugas ini terpaksa dilakukan di luar gedung karena hingga kamis dini hari silam, nias masih diguncang gempa berkekuatan 4, 5 skala richter [ baca: warga nias kembali digoyang isu tsunami ]. ( yan/yusril ardanis dan bondan wicaksono ).",60,aktivitas kantor bupati nias di gunung sitoli dipindahkan ke tenda darurat di halaman kantor bupati. gempa juga merusak 80 persen gedung pemerintahan lainnya di nias. perbaikan akan berlangsung selama lima tahun.
negara-negara kelompok g-33 yang sebagian besar menjadi peserta ktt asia-afrika meminta wto memberikan perlakuan khusus terhadap beberapa jenis produk pertanian dalam liberalisasi perdagangan.,"jakarta: negara peserta konferensi tingkat tinggi ( ktt ) asia-afrika ( aa ) yang sebagian besar menjadi anggota kelompok g-33 meminta organisasi perdagangan dunia ( wto ) memberikan perlakuan khusus terhadap beberapa jenis produk pertanian dalam liberalisasi perdagangan. hal ini dimaksudkan untuk memberikan perlindungan produk pertanian dalam negeri dari produk impor. demikian dikemukakan menteri perdagangan mari pangestu usai bertemu sejumlah anggota delegasi g-33 yang sedang berada di jakarta untuk mengikuti ktt aa, baru-baru ini. mari mengatakan, kelompok g-33 yang saat ini sudah beranggotakan 42 negara berharap dalam sidang wto di hongkong, desember mendatang, pemberlakuan liberalisasi produk pertanian tidak diterapkan pada semua jenis produk. perdagangan produk pertanian untuk ketahanan pangan dan pengentasan kemiskinan serta pengembangan wilayah, mari mengungkapkan, harus dibebaskan dari liberalisasi perdagangan. dia juga berharap, adanya tarif masuk terhadap produk pangan, seperti beras dan kedelai, akan membuat produk-produk tersebut terbebas dari serbuan barang sejenis dari negara maju yang harganya jauh lebih murah. negara-negara anggota g-33 ditambah sembilan negara anggota baru, di antaranya: antigua dan barbuda, barbados, cina, grenada, guyana, haiti, honduras, india, indonesia, jamaika, dan kenya. ada juga korsel, kongo, kuba, mauritius, mozambik, nikaragua, nigeria, pakistan, panama, pantai gading, peru, filipina, republik dominika, senegal, srilanka, suriname, tanzania, trinidad dan tobago, turki, uganda, venezuela, dan zimbabwe. ( ziz/andi yarman dan anto susanto ).",61,negara - negara anggota ktt asia - afrika yang sebagian besar menjadi anggota kelompok g - 33 meminta wto memberikan perlakuan khusus terhadap beberapa jenis produk pertanian dalam liberalisasi perdagangan.
siti marwiyah telah empat tahun hidup tersiksa akibat kanker payudara yang diderita. bapaknya yang bekerja sebagai buruh tani telah tiga bulan menganggur. begitu pula suaminya.,"pemalang: mustofa kebingungan. anaknya, siti marwiyah, menderita kanker payudara yang tak kunjung sembuh. karena tak punya biaya operasi, kanker ganas yang diderita siti kini berukuran hingga seukuran bantal. sejak empat tahun silam, siti tak mampu beranjak dari tempat tidur. untuk makan, minum, bahkan buang air besar, dia lakukan sambil berbaring di tempat tidur. keluarga mustofa tinggal di rumah sederhana di desa banjarmulya, pemalang, jawa tengah. mustofa hanya mengandalkan pendapatan dari warung kecil untuk mencukupi kebutuhan hidup. kepala keluarga yang bekerja sebagai buruh tani serabutan itu sudah tiga bulan menganggur. sebelumnya, kebutuhan ekonomi keluarga mustofa bersandar pada ansori, suami siti. namun, ansori yang bekerja sebagai buruh pabrik terkena pemutusan hubungan kerja. kanker yang bersarang di payudara kanan siti sebenarnya pernah dioperasi pada 1995, saat ukuran kanker baru sebesar jari tangan. selang beberapa bulan setelah operasi, kanker justru membesar. mustofa bukan tak mau kembali membawa anaknya ke rumah sakit. permintaan kartu jaring pengaman sosial yang menjadi harapannya ditolak pemerintah setempat dengan alasan terlalu banyak permintaan serupa dari warga lain. harapan satu-satunya kini adalah uluran tangan dermawan. ( yan/budi harto ).",62,"siti marwiyah, warga desa banjarmulya, pemalang, jateng, menderita kanker payudara yang tak kunjung sembuh. karena tak punya biaya operasi, kanker ganas yang diderita siti berukuran hingga seukuran bantal."
"jalan tol cipularang pertama kali digunakan para delegasi ktt aa yang akan memperingati 50 tahun konferensi asia afrika di gedung merdeka, bandung, jabar. waktu tempuh jakarta-bandung menjadi 1, 5 jam.","jakarta: jalan tol cipularang ( cikampek-purwakarta-padalarang ) secara resmi dioperasikan sabtu ( 23/4 ). jalur ini pertama kali digunakan para delegasi konferensi tingkat tinggi asia-afrika ( ktt aa ) yang akan memperingati ke-50 konferensi asia afrika di gedung merdeka, bandung, jawa barat. kendati sudah dapat dilalui para delegasi ktt aa, sejumlah pekerjaan masih dilakukan, seperti merapikan bahu jalan, menanami rumput, dan mengamankan tol dari bencana longsor. polisi dan tni berpatroli secara berkala di sepanjang jalur tol. para penembak jitu turut ditempatkan di sekitar jalan tol. rencananya, sesudah peringatan 50 tahun kaa selesai, jalur tol cipularang segera dibuka untuk umum [ baca: tol cipularang akan digunakan delegasi kaa ]. jalur ini dimulai dari pintu tol sadang hingga memasuki daerah padalarang. jalur cipularang mempunyai jarak tempuh sekitar 41 kilometer. dengan jalan tol baru ini, waktu tempuh dari jakarta menuju bandung yang mencapai tiga hingga empat jam menjadi hanya 1, 5 hingga dua jam. jalan tol cipularang diharapkan dapat mengurangi kepadatan lalu lintas jakarta-bandung. ( dnp/tommy fadjar dan teguh dwi hartono ).",63,"jalan tol cipularang pertama kali digunakan para delegasi ktt aa yang akan memperingati 50 tahun konferensi asia afrika di gedung merdeka, bandung, jabar. waktu tempuh jakarta - bandung menjadi 1, 5 jam."
"ketua dpw partai kebangkitan bangsa jawa timur choirul anam berencana menuntut penyelenggara muktamar ke-2 pkb di semarang, jateng. choirul menilai muktamar pkb tidak sah karena melanggar ad/art partai.","surabaya: polemik dalam tubuh partai kebangkitan bangsa tampaknya belum menemui titik akhir. ketua dpw pkb jawa timur choirul anam di surabaya, jatim, sabtu ( 23/4 ), mengatakan akan menuntut penyelenggara muktamar ke-2 pkb di semarang, jawa tengah. choirul menilai muktamar ke-2 pkb itu tidak sah karena melanggar ad/art partai. gugatan ini bisa didaftarkan maksimal 10 hari setelah penyelenggaraan muktamar. sebelumnya, kiai haji abdullah faqih meminta kelompok saifullah yusuf atau gus ipul islah alias berdamai dengan ketua dewan syuro pkb kiai haji abdurrahman wahid atau gus dur. permintaan itu disampaikan faqih kepada saifullah yusuf, choirul anam, mahfud md dan khofifah indar parawansa yang berkunjung ke pondok pesantren langitan, tuban, jatim [ baca: kiai langitan meminta gus ipul-gus dur islah ]. namun, menurut choirul, hal itu tidak mungkin. kendati begitu, dia berharap semua berjalan baik dan tidak ada yang saling menjatuhkan. hal serupa disampaikan gus ipul. namun, dia menganggap perbedaan pendapat dalam partai ini tidak perlu didramatisir seolah-olah pkb akan pecah. di pasrepan, pasuruan, jatim, massa tak dikenal melempari rumah ketua dpc pkb pasuruan misbahul munir. pada awalnya, massa ingin bertemu dengan munir. namun, yang bersangkutan tak ada di tempat. diduga, aksi ini berkaitan dengan kekesalan mereka karena dpc pkb pasuruan dinilai mengingkari hasil muktamar pkb di semarang dan melecehkan gus dur. ( dnp/nurul rahmawati dan john lempo ).",64,"ketua dpw pkb jawa timur choirul anam akan menuntut penyelenggara muktamar ke - 2 pkb di semarang, jateng. choirul menilai muktamar pkb tidak sah karena melanggar ad / art partai."
"bus jurusan surabaya-jakarta itu menabrak dua sepeda motor yang berniat memutar di sebuah jalan raya di lamongan, jawa timur. kurdi, suteno, dan simit tewas seketika dalam kecelakaan ini.","lamongan: bus kramat jati jurusan surabaya-jakarta menabrak dua sepeda motor di sebuah jalan raya di lamongan, jawa timur, baru-baru ini. tiga orang yang menumpang sepeda motor itu tewas seketika. jenazah kurdi dan suteno asal lamongan, dan simit asal jombang, jatim, dibawa ke pusat kesehatan masyarakat karang kembang. insiden terjadi saat dua sepeda motor yang dikendarai para korban hendak berbelok arah. namun, tak dinyana, bus yang dikemudikan slamet asal kudus, jatim, itu menyeruduk dua sepeda motor. kecelakaan juga terjadi di trowulan, mojokerto, jatim. bus maju tujuan surabaya-solo menabrak gapura di perempatan trowulan, mojokerto. menyusul kecelakaan ini, delapan penumpang bus menderita luka berat di kepala. kelima korban itu, yakni wiji, suryani, kristi, sujiati, dan sumiran terpaksa dirawat rs islam sakinah, mojokerto, jatim. sedangkan sisanya dirawat di rumah sakit umum daerah dokter wahidin, mojokerto. berdasarkan informasi yang dihimpun sctv, kecelakaan bermula saat bus yang melaju dari arah surabaya berusaha mendahului truk dari bahu jalan. di perempatan jalan di trowulan, mendadak muncul becak yang akan menyeberang. sopir bus yang panik membanting stir ke kiri dan menabrak gapura. laju bus baru berhenti setelah masuk ke dalam parit. personel kepolisian resor mojokerto menduga kecelakaan disebabkan sopir bus yang ugal-ugalan. sejauh ini, polisi masih memburu sopir bus dan kernet yang melarikan diri. ( mak/bambang ronggo dan kodim ).",65,"bus kramat jati jurusan surabaya - jakarta menabrak dua sepeda motor di sebuah jalan raya di lamongan, jatim. kurdi dan suteno tewas seketika. polisi menduga kecelakaan disebabkan sopir bus ugal - ugalan."
lettu artileri teddy setiawan ditembak saat bersama 10 anak buahnya menyergap penyelundup bbm di perbatasan indonesia-timor leste. korban menderita luka parah di kaki kanan dan harus dievakuasi ke bali.,"denpasar: komandan pos satuan tugas pasukan pengamanan perbatasan ( paspamtas ) letnan satu artileri teddy setiawan menjadi korban penembakan di dilumil, perbatasan antara kabupaten belu dan distrik kovalima, republik demokratik timor leste, baru-baru ini. dia terluka tembak di bagian pangkal paha kiri saat berusaha menyergap penyelundup bahan bakar minyak di dilumil. penembak diduga para penyelundup bbm. teddy kemudian dievakuasi ke ruang unit gawat darurat rumah sakit udayana, denpasar, bali, setelah sempat dirawat di kupang, nusatenggara timur. rencananya, dia akan menjalani operasi perbaikan tulang paha oleh dokter ahli bedah dan dokter ahli tulang di bali. hasil foto rontgen menyebutkan, teddy menderita luka tembak serius di pangkal paha. peluru itu diduga berasal dari bagian belakang paha dan tembus hingga bagian depan melewati tulang paha dan merusak kepala sendi pangkal paha. insiden bermula ketika teddy bersama 10 anak buahnya terlibat kontak senjata saat menyergap pelaku penyelundupan bbm yang sering beroperasi di perbatasan indonesia-timor leste. ( ziz/didimus payong dore dan putus setiawan ).",66,"komandan paspamtas lettu artileri teddy setiawan ditembak saat menyergap penyelundup bbm di perbatasan indonesia - timor leste. korban langsung dievakuasi ke ugd rs udayana denpasar, bali."
"sebuah karton putih di trotoar di jalan sultan khairun, ambon, maluku, sempat membuat warga curiga dan melaporkan kepada pos polisi terdekat. tim jihandak polda maluku menemukan bangkai kucing.","ambon: sebuah bungkusan karton putih berisi bangkai kucing sempat membuat panik warga ambon, maluku, sabtu ( 23/4 ) sekitar pukul 19. 30 wit. karton putih yang diletakkan orang tak dikenal itu ditemukan warga di atas trotoar di jalan sultan khairun, di depan kantor pusat bank central asia ambon. warga yang curiga dengan isi bungkusan lalu melaporkan temuan ini ke pos polisi terdekat. tim penjinak bahan peledak ( jihandak ) kepolisian daerah maluku yang menerima laporan segera meluncur ke lokasi. polisi segera mengamankan benda mencurigakan itu. berdasarkan pemantauan sctv, lokasi kejadian sempat ditutup dan dipasang garis polisi ( police line ). karton itu kemudian dibawa ke markas polda maluku untuk diselidiki lebih lanjut. sabtu siang, pusat perbelanjaan ambon plaza mendapat ancaman bom. informasi soal bom itu disampaikan seorang pedagang di blok c lantai i ke aparat keamanan ambon plaza. namun, saat tim jihandak menyisir lokasi, tak ditemukan bom itu [ baca: ambon plaza mendapat ancaman bom ]. ( mak/sahlan heluth dan juhri samanery ).",67,"sebuah karton putih yang diletakkan orang tak dikenal ditemukan warga di trotoar di jalan sultan khairun, ambon, maluku. tim jihandak polda maluku yang menerima laporan sempat menutup dan dipasang garis polisi."
"bagi des alwi, gaung keberhasilan kaa 50 tahun lampau tidak mungkin lagi terulang pada ktt asia-afrika 2005. antusiasme para peserta ktt asia-afrika kali ini tak lebih dari sekadar romantisme dan nostalgia.","jakarta: konferensi tingkat tinggi asia-afrika 2005 resmi ditutup, sabtu ( 23/4 ). tak sedikit kalangan yang pesimistis akan hasil kaa kali ini. salah satunya adalah des alwi, saksi sejarah kaa 1955 di bandung, jawa barat. bagi des alwi, kaa kali ini tak akan mungkin mengulang keberhasilan konferensi yang sama 50 tahun silam. des meyakini antusiasme para kepala negara dan kepala pemerintahan memenuhi undangan 50 tahun kaa tak lebih dari sekadar romantisme dan nostalgia. sedikit mengulang pada kaa di bandung, des alwi menceritakan, persiapan kaa ketika itu sangatlah rumit. ini terutama karena indonesia, apalagi bandung yang menjadi tempat penyelenggaraan konferensi belum dikenal. "" orang tahu revolusi kita [ indonesia ], makanya saya bawa film-film tentang bandung dari pfn [ pusat film nasional ], "" ujar des yang kala itu menjadi atase indonesia bidang media massa di markas perserikatan bangsa-bangsa di jenewa, swiss. des alwi menambahkan, tiga bulan dibutuhkan untuk promosi kaa yang semuanya dipusatkan di jenewa [ markas besar pbb ]. tak diduga, hasilnya ternyata positif. beberapa negara asia dan afrika, seperti kenya, tanzania, bahkan malaysia, merdeka setelah kaa pada 1955. tak hanya itu, peranan kaa saat itu juga besar untuk menyatukan bangsa-bangsa asia dan afrika. "" orang barat juga insyaf, "" ujar tokoh maluku itu. ( ors/anastasya andriarti dan eko saktia ).",68,"antusiasme para kepala negara dan kepala pemerintahan memenuhi undangan 50 tahun kaa 1955 di bandung, jawa barat. menurut des alwi, kaa kali ini tak mungkin mengulang keberhasilan konferensi yang sama 50 tahun silam."
